company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Villa Job;Piantagrane;4.0;28;16.0;Frutti di mare / Vegetariano / Funghi;Italia;Friuli;Pinot Gris;2020;48.3525;17.0967;47.4861;agrume/albero da frutta/nota tropicale
Cà Maiol;Fabio Contato Lugana Riserva;4.1;86;23.18;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lombardia;Trebbiano;2017;62.1978;26.0714;48.4279;legno/Erbaceo/albero da frutta
Cotarella;Soente;3.7;125;13.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Viognier;2019;48.1916;22.7218;59.9586;albero da frutta/Erbaceo/lieviti
Villa Sparina;Monterotondo;4.2;43;53.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Cortese;2017;63.8091;20.362;51.8981;albero da frutta/legno/Erbaceo
Livio Felluga;Pinot Grigio;4.1;430;17.43;Frutti di mare / Vegetariano / Funghi;Italia;Colli Orientali del Friuli;Pinot Grigio;2020;43.4698;14.3816;41.5074;albero da frutta/Erbaceo/agrume
Tormaresca;Chardonnay Puglia;3.8;66;6.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Chardonnay;2021;58.9215;5.2206;37.0061;albero da frutta/agrume/legno
Le Morette;Lugana Riserva;4.1;67;16.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2017;59.3373;33.1816;47.3428;legno/albero da frutta/Invecchiamento
Mora & Memo;Tino Sur Lie Isola dei Nuraghi;4.0;30;16.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Vermentino;2017;60.2493;14.9305;27.0586;albero da frutta/agrume/vegetale
Gulfi;Valcanzjria Bianco;3.6;174;12.51;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Miscela;2019;58.5094;5.48326;39.3762;Erbaceo/agrume/albero da frutta
Planeta;Allemanda;3.7;94;10.7;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Moscato di Noto;Moscato Bianco;2020;57.5066;9.02595;35.8399;albero da frutta/agrume/Floreale
J. Hofstätter;de Vite;3.9;151;10.85;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Müller-Thurgau;2020;57.5362;23.9493;50.6157;albero da frutta/agrume/nota tropicale
Muri-Gries;Gewürztraminer Südtirol;4.0;91;14.1;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2018;65.6052;35.999;25.7365;nota tropicale/albero da frutta/Floreale
Tenuta di Corte Giacobbe;Pinot Grigio delle Venezie;4.1;254;9.99;Frutti di mare / Vegetariano / Funghi;Italia;delle Venezie;Pinot Grigio;2020;42.0475;12.2334;44.5008;albero da frutta/agrume/Erbaceo
Baron Di Pauli;Exil;4.1;27;14.75;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2019;60.3592;35.7328;31.6034;
Kellerei Eisacktal - Cantina Valle Isarco;Sabiona Kerner;4.2;34;33.83;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Kerner;2018;65.9386;20.6451;58.8214;agrume/albero da frutta/Erbaceo
Ansitz Dolomytos;Dolomytos Bianco;4.2;78;43.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino-Alto Adige;Miscela;2015;70.0948;23.3394;49.6417;Erbaceo/agrume/albero da frutta
Tiefenbrunner;Müller Thurgau;4.0;34;10.9;Frutti di mare / Cibi speziati / Vegetariano;Italia;Südtirol - Alto Adige;Müller-Thurgau;2020;30.8553;15.5313;34.0169;albero da frutta/agrume/Erbaceo
Kellerei Meran;Mervin Sauvignon;4.0;27;22.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino-Alto Adige;Sauvignon Blanc;2017;69.0587;30.044;51.4811;vegetale/bacche nere/albero da frutta
Bucci;Bucci Verdicchio dei Castelli di Jesi Classico Superiore;3.7;610;51.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2017;45.6168;20.2565;65.6795;agrume/albero da frutta/Erbaceo
Ornellaia;Poggio alle Gazze;4.2;515;52.98;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2017;45.0337;22.9807;64.6231;albero da frutta/agrume/Erbaceo
Cesconi;Nosiola;3.8;57;16.7;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Nosiola;2019;59.5797;17.5914;55.4532;albero da frutta/Erbaceo/legno
La Tunella;Biancosesto;4.2;162;19.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Miscela;2018;59.2305;22.2579;50.1639;albero da frutta/agrume/Erbaceo
Poggio le Volpi;Donnaluce;4.1;259;15.7;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Miscela;2020;49.4951;36.5313;60.8468;albero da frutta/nota tropicale/agrume
Terlan (Terlano);Cuvée Terlaner (Classico);4.1;1012;25.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Miscela;2020;59.9735;21.1139;52.7049;albero da frutta/agrume/Erbaceo
Kellerei St. Pauls;Gfill Sauvignon;3.8;133;11.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2017;58.649;24.8286;48.9527;agrume/nota tropicale/albero da frutta
Villa Rinaldi;Domus Chardonnay - Sauvignon;4.2;29;48.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Miscela;2017;55.3846;32.4423;42.5;
Tenuta di Fiorano;Bianco;4.0;33;32.8;Pasta / Vegetariano / Antipasti e spuntini;Italia;Lazio;Miscela;2017;54.2811;26.9117;56.9794;albero da frutta/Erbaceo/legno
Tani;Meoru Vermentino di Gallura;3.8;28;8.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Gallura;Vermentino;2020;55.2627;8.83469;46.7835;agrume/albero da frutta/Floreale
Gaja;Gaia & Rey Langhe;4.5;344;345.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2008;63.2395;29.4493;47.8681;legno/albero da frutta/Erbaceo
Köfererhof;Kerner;4.0;293;16.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle Isarco;Kerner;2019;61.0323;23.0763;55.9116;albero da frutta/agrume/Erbaceo
Fontezoppa;Ribona Colli Maceratesi;3.8;35;21.65;Pasta / Vegetariano / Antipasti e spuntini;Italia;Colli Maceratesi;Macertino;2018;44.695;25.2029;68.3838;nota tropicale/albero da frutta/Erbaceo
Abbazia di Novacella (Stiftskellerei Neustift);Grüner Veltliner;3.7;115;12.38;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Grüner Veltliner;2019;57.2573;26.0575;55.7798;albero da frutta/agrume/Erbaceo
Bertani;Le Quaiare Lugana;3.7;111;12.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Verdicchio;2020;55.7656;22.0603;50.2183;albero da frutta/agrume/Erbaceo
Bacchereto;Terre a Mano Sassocarlo Bianco;4.0;96;34.22;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2018;50.5718;23.2634;57.7683;agrume/Erbaceo/albero da frutta
Duca di Salaparuta;Grillo Kados Risignolo;3.7;125;10.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2018;59.7137;7.10201;35.0899;Erbaceo/albero da frutta/agrume
Ca' del Bosco;Corte del Lupo Bianco;3.9;34;24.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Curtefranca;Chardonnay;2019;54.1077;22.7834;51.5614;albero da frutta/agrume/Erbaceo
Endrizzi;Masetto Doré Chardonnay;4.4;27;22.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino;Chardonnay;2019;66.0592;27.0342;40.6382;albero da frutta/legno/Erbaceo
Planeta;Didacus;4.6;49;74.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Menfi;Chardonnay;2018;70.4419;6.72877;32.5295;legno/Erbaceo/lieviti
Podere 29;Gelso Bianco Fiano;3.9;81;9.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Fiano;2019;63.7321;0.0;38.4737;nota tropicale/agrume/albero da frutta
Tenuta di Corte Giacobbe;Vigneto Runcata Soave Superiore;4.1;102;20.79;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Superiore;Garganega;2018;33.8817;9.51642;59.6115;albero da frutta/Erbaceo/agrume
Tiefenbrunner;Müller Thurgau;3.7;79;9.8;Frutti di mare / Cibi speziati / Vegetariano;Italia;Südtirol - Alto Adige;Müller-Thurgau;2018;30.8553;15.5313;34.0169;albero da frutta/agrume/Erbaceo
Peter Dipoli;Voglar Sauvignon;4.1;51;22.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2018;63.6724;16.3842;55.9241;agrume/albero da frutta/Erbaceo
Pratello;90+10 Il Rivale;4.1;38;14.67;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2019;39.1352;10.9221;49.9262;albero da frutta/Erbaceo/agrume
Le Battistelle;Roccolo del Durlo Soave Classico;4.1;38;14.78;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2020;34.4791;5.01935;54.2413;albero da frutta/Erbaceo/lieviti
Coroncino;Stracacio;4.3;31;39.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2017;59.5576;20.6261;64.4812;albero da frutta/Invecchiamento/Erbaceo
Ada Nada;Neta Sauvignon;4.0;37;13.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Sauvignon Blanc;2020;56.4098;24.4279;54.0746;albero da frutta/vegetale/agrume
Bellavista;Convento Santissima Annunciata Curtefranca;4.4;65;34.28;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Franciacorta;Chardonnay;2016;56.4145;27.0571;45.6701;legno/Erbaceo/albero da frutta
Franz Haas;Moscato Giallo Vigneti delle Dolomiti;4.0;51;23.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Moscato Giallo;2019;60.6479;25.3037;54.9591;agrume/albero da frutta/Erbaceo
di Lenardo;Pinot Grigio (Monovitigno);3.8;107;7.4;Frutti di mare / Vegetariano / Funghi;Italia;Venezia Giulia;Pinot Grigio;2020;39.4369;11.5317;41.4712;albero da frutta/agrume/Erbaceo
Baglio di Pianetto;Insolia;3.8;125;8.05;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Inzolia;2020;58.7074;10.7279;36.4814;agrume/albero da frutta/Erbaceo
Erste+Neue;Pinot Bianco;3.9;39;8.92;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2020;37.3158;0.137882;56.6073;agrume/albero da frutta/Erbaceo
Valentini;Trebbiano d'Abruzzo;4.5;586;122.98;Pasta / Vegetariano / Antipasti e spuntini;Italia;Trebbiano d'Abruzzo;Trebbiano;2015;51.1476;24.1647;65.6775;Erbaceo/albero da frutta/agrume
Doro Princic;Malvasia;4.3;28;21.89;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Malvasia;2020;68.9118;20.885;52.4767;Erbaceo/albero da frutta/lieviti
Gravner;Breg Anfora Bianco;4.2;310;195.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Miscela;2006;;;;
Vigneti Repetto;Derthona Quadro;3.8;64;36.99;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Timorasso;2018;57.2794;20.5238;51.476;Erbaceo/agrume/albero da frutta
Cottini Stile Naturale;Lugana Bianco;4.1;45;11.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;;2019;61.2137;18.2614;47.6985;albero da frutta/nota tropicale/agrume
Filippi;Monteseroni;4.1;28;21.58;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Soave;Garganega;2018;64.6704;25.7322;48.6112;albero da frutta/legno/Erbaceo
Castello Monaci;Verdeca Salento Petraluce;3.8;139;8.2;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salento;Verdeca;2019;57.1094;6.90243;36.0864;agrume/albero da frutta/Erbaceo
Col d'Orcia;Chardonnay Sant'Antimo Ghiaie Bianche;3.9;63;14.96;Pasta / Vegetariano / Antipasti e spuntini;Italia;Sant'Antimo;Chardonnay;2019;50.4061;17.0814;56.6501;legno/albero da frutta/nota tropicale
De Sanctis;496 Bio;3.9;26;11.67;Pasta / Vegetariano / Antipasti e spuntini;Italia;Frascati;Miscela;2019;46.0548;20.1367;64.4162;albero da frutta/vegetale/nota tropicale
Feudi di San Gregorio;Fiano Di Avellino Pietracalda;3.8;317;17.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2019;60.1488;3.10388;42.6204;agrume/albero da frutta/Erbaceo
Cusumano;Angimbé (Tenuta Ficuzza);3.7;437;8.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Chardonnay;2020;59.2081;8.43312;38.2483;albero da frutta/agrume/Erbaceo
Abbazia di Novacella (Stiftskellerei Neustift);Praepositus Grüner Veltliner;3.9;103;16.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Grüner Veltliner;2017;63.4805;16.2228;54.9766;albero da frutta/Erbaceo/agrume
Marchese Raggio;Gavi;3.9;50;15.88;Pasta / Frutti di mare / Antipasti e spuntini;Italia;Gavi;Cortese;2018;25.6636;0.0;80.1759;albero da frutta/Erbaceo/spezie
St. Michael-Eppan;Sanct Valentin Pinot Grigio;4.3;209;24.5;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2019;46.407;17.3407;38.3687;legno/albero da frutta/Erbaceo
Jermann;Chardonnay;3.9;500;22.13;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Chardonnay;2019;59.8109;24.6974;50.576;albero da frutta/legno/agrume
Grattamacco;Bolgheri Vermentino;4.3;139;33.32;Pasta / Vegetariano / Antipasti e spuntini;Italia;Bolgheri;Vermentino;2019;48.9992;24.5469;63.4598;Erbaceo/albero da frutta/legno
Zuani;Vigne;4.1;98;18.6;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Miscela;2019;64.6036;20.465;51.6835;albero da frutta/agrume/Erbaceo
Bucci;Bucci Verdicchio dei Castelli di Jesi Classico Superiore;4.0;415;15.47;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2020;45.6168;20.2565;65.6795;agrume/albero da frutta/Erbaceo
Klaus Lentsch;Amperg Weissburgunder;3.8;51;30.6;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2018;36.9957;0.0;61.4375;albero da frutta/agrume/vegetale
J. Hofstätter;Oberkerschbaum Sauvignon;4.4;42;35.18;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2017;51.9029;21.1964;45.2223;Floreale/albero da frutta/Erbaceo
Colterenzio (Schreckbichl);Lafóa Gewürztraminer;4.2;53;21.86;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2019;70.0601;34.2326;36.9147;Erbaceo/albero da frutta/nota tropicale
Weingut Tenuta Schweitzer;Tschaupp Chardonnay;3.9;33;19.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2016;56.9459;20.3216;53.6024;Floreale/Erbaceo/agrume
Rivera;Preludio No. 1 Chardonnay;3.8;127;7.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Castel del Monte;Chardonnay;2020;57.5116;9.54071;33.9206;albero da frutta/legno/agrume
Cantine Pellegrino;Dianthà;4.0;203;8.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Miscela;2019;54.501;12.9997;31.5309;agrume/albero da frutta/nota tropicale
Falesco;Poggio dei Gelsi Est!Est!Est! di Montefiascone;3.8;160;7.89;Pasta / Vegetariano / Antipasti e spuntini;Italia;Est! Est!! Est!!! di Montefiascone;Miscela;2020;41.956;22.5398;63.5183;albero da frutta/agrume/Erbaceo
Gaja;Idda Bianco;3.9;152;34.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Carricante;2020;57.2069;6.60812;46.3556;Erbaceo/agrume/albero da frutta
Marco Felluga;Russiz Superiore Sauvignon Collio;3.9;45;17.1;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Sauvignon Blanc;2020;61.971;25.2759;52.7816;agrume/albero da frutta/Erbaceo
Gorgo;Custoza;3.8;119;7.07;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Bianco di Custoza;Miscela;2020;53.4486;21.0389;50.1274;albero da frutta/Erbaceo/agrume
Strasserhof;Sylvaner;3.9;52;18.46;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle Isarco;Sylvaner;2019;56.6324;21.7863;53.6164;albero da frutta/agrume/Erbaceo
Pavese Ermes;Blanc de Morgex et de la Salle;4.0;298;25.6;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Prié;2019;58.2063;16.08;57.447;agrume/albero da frutta/Erbaceo
Stroblhof;Strahler Pinot Bianco;3.8;55;19.3;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;38.7903;0.29442;57.0424;albero da frutta/agrume/lieviti
Tommasi;Il Sestante Lugana;3.8;99;8.99;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;58.0643;23.7229;48.6375;albero da frutta/nota tropicale/agrume
Ricasoli;Torricella;3.8;369;12.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Chardonnay;2017;45.0276;24.5296;67.5442;legno/agrume/albero da frutta
COS;Ramì Blanco;4.0;207;17.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Inzolia;2020;62.1239;5.96295;30.6688;agrume/Erbaceo/albero da frutta
Lvnae;Vermentino (Etichetta Nera/Black Label);4.0;142;15.29;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli di Luni;Vermentino;2020;61.9688;23.8551;53.0251;albero da frutta/agrume/Erbaceo
Bucci;Villa Bucci Riserva;4.1;192;44.88;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2017;49.6519;20.1899;64.3916;Erbaceo/albero da frutta/agrume
Vigneti Reale;Blasi Chardonnay;3.8;28;7.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salento;Chardonnay;2020;67.0259;19.5519;20.7594;Erbaceo/nota tropicale
Spadafora;Schietto Chardonnay;3.8;58;20.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Chardonnay;2013;62.0546;11.7223;24.5346;legno/lieviti/Erbaceo
Elena Walch;Beyond the Clouds;4.2;347;105.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2014;64.8012;25.8283;47.7652;legno/albero da frutta/nota tropicale
Casa di Grazia;Zahara;3.8;28;13.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Grillo;2018;58.6466;10.9229;33.8346;nota tropicale/agrume/Erbaceo
St. Michael-Eppan;Schulthauser Weissburgunder (Pinot Bianco);3.9;458;13.5;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Weissburgunder;2020;44.7582;0.0;58.5466;albero da frutta/agrume/Erbaceo
La Colombera - Piercarlo Semino;Derthona;3.9;39;15.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Tortonesi;Timorasso;2020;63.5708;19.8263;50.8367;Erbaceo/albero da frutta/agrume
Donnafugata;Sicilia Damarino;3.9;111;9.68;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Miscela;2021;48.238;15.4091;39.5332;albero da frutta/agrume/Erbaceo
Villa Diamante;Vigna della Congregazione Fiano di Avellino;4.2;53;39.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2018;64.2442;1.46268;41.4781;Erbaceo/albero da frutta/agrume
Vodopivec;Vitovska;4.2;59;54.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Vitovska;2017;62.9315;20.1267;50.566;agrume/Erbaceo/albero da frutta
Pfitscher;Sauvignon Blanc Riserva Mathias;4.2;25;32.48;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2018;55.067;11.8499;54.5042;nota tropicale/albero da frutta/Erbaceo
Alberto Longo;Le Fossette;4.0;44;12.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Puglia;Falanghina;2020;66.1458;6.27679;29.8393;agrume/albero da frutta/Erbaceo
Guado al Melo;Criseo;3.8;38;19.8;na / na / na;Italia;Bolgheri;Vermentino;2019;;;;
Tiefenbrunner;Turmhof Sauvignon Blanc;3.9;153;16.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sauvignon Blanc;2017;58.2315;17.0747;51.1333;vegetale/agrume/albero da frutta
Vigneti Massa;Derthona Montecitorio;4.1;94;41.05;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Timorasso;2017;65.1374;21.9705;52.1023;Erbaceo/albero da frutta/agrume
Monteraponi;Trebbiano Colli della Toscana Centrale;4.0;31;89.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Colli della Toscana Centrale;Trebbiano Toscano;2019;48.6786;20.006;66.3452;albero da frutta/Erbaceo/lieviti
St. Michael-Eppan;Sanct Valentin Pinot Grigio;4.2;542;24.9;Frutti di mare / Vegetariano / Funghi;Italia;Südtirol - Alto Adige;Pinot Grigio;2018;46.407;17.3407;38.3687;legno/albero da frutta/Erbaceo
Primosic;Ribolla di Oslavia Riserva;4.2;97;42.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Ribolla Gialla;2017;67.105;25.5272;48.1496;agrume/albero da frutta/Erbaceo
Vigneti Massa;Terra Piccolo Derthona;3.7;73;18.36;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Tortonesi;Timorasso;2019;56.0948;19.1815;58.5158;albero da frutta/agrume/Erbaceo
Cesconi;Olivar;4.3;106;26.98;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Vigneti delle Dolomiti;Miscela;2017;66.5702;26.6881;44.2509;legno/albero da frutta/agrume
Cà Maiol;Prestige Lugana;4.1;64;11.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2021;56.0458;22.6464;50.1602;albero da frutta/agrume/Erbaceo
Pala;I Fiori Vermentino;3.8;160;9.31;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2020;60.4658;7.22064;34.9385;albero da frutta/agrume/Erbaceo
Sorsasso;Domasino Bianco;4.0;67;12.95;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lombardia;Miscela;2020;51.0558;20.3663;44.8762;Erbaceo/albero da frutta/lieviti
Carminucci;Belato Offida Pecorino;3.8;58;10.98;Pasta / Vegetariano / Antipasti e spuntini;Italia;Marche;Pecorino;2020;40.1236;22.4031;57.4765;albero da frutta/agrume/Erbaceo
Alois Lageder;Löwengang Chardonnay;4.2;171;44.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2018;62.271;24.766;45.908;legno/albero da frutta/Erbaceo
Alturis;Ribolla Gialla;3.8;116;7.76;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Ribolla Gialla;2020;52.5645;23.3426;51.1382;albero da frutta/vegetale/agrume
Querciabella;Toscana Batar;4.3;419;95.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2016;50.3016;29.4964;63.1536;legno/albero da frutta/Erbaceo
Graci;Etna Bianco;3.8;128;19.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Nerello Mascalese;2020;62.7487;3.8315;40.7116;Erbaceo/agrume/albero da frutta
Köfererhof;Sylvaner;3.9;134;17.38;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Sylvaner;2018;59.8845;24.3901;53.0376;albero da frutta/agrume/Erbaceo
Kellerei . Cantina KALTERN;Gewürztraminer;3.9;342;15.55;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2020;64.7586;39.2981;30.2637;nota tropicale/Erbaceo/albero da frutta
Colonnara;Tùfico Verdicchio dei Castelli di Jesi Riserva Classico;4.0;29;15.51;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2016;52.6115;15.5417;60.0674;agrume/albero da frutta/legno
Comm. G.B. Burlotto;Viridis Langhe Sauvignon;3.9;89;23.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Sauvignon Blanc;2019;63.9214;25.0216;54.4364;agrume/albero da frutta/Erbaceo
Giovanni Almondo;Le Rive del Bricco delle Ciliegie Roero Arneis;3.8;47;21.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2018;58.8971;15.5747;51.8943;albero da frutta/agrume/spezie
Cobue;Monte Lupo Lugana;3.8;32;12.32;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;53.9699;22.1443;51.1128;albero da frutta/Floreale/nota tropicale
Weingut Ebner;Grüner Veltliner;3.9;36;19.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol Eisacktaler;Grüner Veltliner;2018;66.5714;17.5964;55.6576;albero da frutta/Erbaceo/agrume
Hibiscus;Onde di Sole;3.9;26;20.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2019;55.1341;3.87702;37.9032;nota tropicale/albero da frutta/Erbaceo
Bisci;Verdicchio di Matelica Vigneto Fogliano;4.0;83;22.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio di Matelica;Verdicchio;2019;47.8554;20.1062;67.4518;albero da frutta/Erbaceo/agrume
