company;name;avg_review;num_review;price;food_advice;country;region;wine_type;year;legg_strutt;secco_dolce;piatto_acid;notes
Tenuta di Corte Giacobbe;Soave;3.8;225;9.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave;Garganega;2020;31.6624;3.92263;61.5388;albero da frutta/agrume/Erbaceo
Albino Piona;Custoza;3.9;34;13.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Bianco di Custoza;Miscela;2013;60.0645;23.7529;55.1584;albero da frutta/agrume/Erbaceo
Conti Formentini;Caligo Collio Sauvignon;3.8;62;9.95;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Sauvignon Blanc;2019;55.37;21.5664;47.1506;albero da frutta/nota tropicale/agrume
Colterenzio (Schreckbichl);Pfefferer;4.2;279;9.09;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Moscato Giallo;2021;53.1726;32.0526;50.3217;albero da frutta/nota tropicale/agrume
Giovanni Almondo;Bricco delle Ciliegie Arneis Roero;4.0;336;17.3;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;60.0121;19.0244;53.9262;albero da frutta/agrume/Erbaceo
Vadiaperti;Tornante Greco di Tufo;4.0;29;29.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco Bianco;2015;68.2791;3.60341;36.6054;Erbaceo/albero da frutta/agrume
Pievalta;San Paolo Verdicchio dei Castelli di Jesi Riserva Classico;4.0;81;16.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi Riserva;Verdicchio;2017;47.5004;22.6573;66.3435;agrume/Erbaceo/albero da frutta
Jermann;Vintage Tunina;4.3;1147;110.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Miscela;2015;64.6122;27.2301;48.8887;albero da frutta/Erbaceo/agrume
La Spinetta;Toscana Vermentino;3.9;559;13.95;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Vermentino;2020;41.3293;20.0673;67.3328;albero da frutta/agrume/Erbaceo
San Salvatore;Pian di Stio Fiano;4.1;83;28.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Paestum;Fiano;2019;60.3605;4.83752;40.1546;albero da frutta/agrume/Erbaceo
Il Poggio Vini;Coda di Volpe Taburno Sannio;4.0;82;10.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Taburno;Coda di Volpe Biancha;2020;69.0886;12.1567;33.0432;albero da frutta/Erbaceo/nota tropicale
Donnafugata;Isolano Dolce & Gabbana Etna Bianco;4.3;67;29.48;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;;2019;59.1918;11.5269;33.9849;albero da frutta/agrume/Erbaceo
Michele Chiarlo;Palás Gavi;3.8;37;8.5;Pasta / Frutti di mare / Antipasti e spuntini;Italia;Gavi;Cortese;2020;21.7662;0.0;74.8665;agrume/albero da frutta/Erbaceo
Tenuta Stella;Ribolla Gialla;3.8;84;19.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Ribolla Gialla;2020;63.3239;15.6248;48.3832;albero da frutta/agrume/Erbaceo
Zidarich;Malvasia;3.8;44;43.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Carso;Malvasia;2018;61.1518;25.3767;49.8837;agrume/Erbaceo/albero da frutta
Tenute Aini;Incontru Vermentino di Gallura Superiore;4.1;57;15.34;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Gallura;Vermentino;2020;60.8519;3.73633;31.5273;albero da frutta/agrume/lieviti
Garofoli;Macrina Verdicchio Dei Castelli Di Jesi Classico Superiore;3.8;30;8.85;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2020;42.9716;21.3996;67.8913;agrume/albero da frutta/Erbaceo
Lis Neris;Venezia Giulia Picol;4.1;53;22.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Sauvignon Blanc;2019;60.3745;17.7261;55.5607;agrume/albero da frutta/Erbaceo
Luigi Einaudi;Vigna Meira Langhe;4.1;53;18.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Pinot Gris;2016;61.8023;21.2522;47.8994;legno/nota tropicale/agrume
Tenuta Sant'Antonio;Télos Pinot Grigio;3.9;45;14.3;Frutti di mare / Vegetariano / Funghi;Italia;delle Venezie;Pinot Grigio;2018;38.3468;17.5;36.3306;
Theresa Eccher;Alizée Etna Bianco;3.9;102;20.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2016;64.9078;12.9628;26.9836;albero da frutta/Erbaceo/nota tropicale
Torre Fornello;Pratobianco;3.9;62;35.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Emilia;Miscela;2015;61.482;22.0907;54.1078;Floreale/albero da frutta/agrume
Ceretto;Arneis Langhe Blange;4.0;937;18.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Arneis;2020;55.5289;25.9305;51.6201;albero da frutta/agrume/Erbaceo
Denis Montanar;Borc Dodon Uis Blancis;4.0;25;30.63;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Miscela;2018;64.1454;27.0847;50.9856;agrume/Erbaceo/albero da frutta
Braida;Nascetta La Regina;3.8;141;13.35;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Nascetta;2018;54.0919;22.6369;49.5394;albero da frutta/agrume/Erbaceo
Federico Graziani;Mareneve;4.2;76;34.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Miscela;2018;59.3816;0.805632;52.2406;Erbaceo/agrume/albero da frutta
Puiatti;Ribolla Gialla;3.8;179;11.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli-Venezia Giulia;Ribolla Gialla;2020;54.7867;22.0926;46.781;albero da frutta/agrume/Erbaceo
Cavalchina;Amedeo Bianco di Custoza Superiore;3.9;49;9.75;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Bianco di Custoza;Miscela;2020;59.1836;23.1435;52.1951;Erbaceo/albero da frutta/agrume
Gravner;Ribolla Gialla;4.5;40;269.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Ribolla Gialla;2003;68.8882;20.0443;49.9979;agrume/Erbaceo/legno
J. Hofstätter;Barthenau Vigna S. Michele;4.0;34;30.9;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Südtirol - Alto Adige;Pinot Blanc;2019;41.3342;8.13945;57.4141;albero da frutta/Erbaceo/agrume
Sa Raja;Vermentino di Gallura;3.8;85;10.49;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Gallura;Vermentino;2020;64.6936;8.40322;40.1855;agrume/vegetale/lieviti
Cantine Pellegrino;Salinaro Grillo;3.9;227;12.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2020;58.815;7.93424;40.1719;agrume/albero da frutta/Erbaceo
Girlan;Flora Gewürztraminer;4.2;26;20.95;Maiale / Pesce grasso (salmone, tonno, ecc.) / Cibi speziati;Italia;Südtirol - Alto Adige;Gewürztraminer;2019;68.8589;35.2264;21.991;albero da frutta/nota tropicale/Floreale
Tenuta delle Terre Nere;Etna Calderara Sottana Bianco;4.1;94;45.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Carricante;2020;63.659;8.78148;35.0195;Erbaceo/agrume/albero da frutta
Poggio Concezione;Serment Bianco;4.1;26;25.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Malvasia;2010;48.8559;17.5;68.5466;albero da frutta
Marangona;Tre Campane Lugana;3.8;74;15.6;na / na / na;Italia;Lugana;Trebbiano;2017;;;;agrume/albero da frutta/Erbaceo
Donnafugata;La Fuga Chardonnay Contessa Entellina;3.8;313;11.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Contessa Entellina;Chardonnay;2020;59.9137;7.92948;39.2827;albero da frutta/nota tropicale/Erbaceo
Tenuta Bellafonte;Sperella Montefalco Bianco;3.8;61;13.4;Pasta / Vegetariano / Antipasti e spuntini;Italia;Montefalco;;2018;45.8272;22.1946;66.6978;albero da frutta/nota tropicale/legno
Ayunta;Nerello Mascalese Bianco;3.9;26;14.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Nerello Mascalese;2020;55.8854;8.09679;48.8707;Erbaceo/agrume/albero da frutta
Livon;Friulano;3.8;27;13.35;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Friulano;2018;61.1968;23.8207;53.9452;albero da frutta/agrume/Erbaceo
Feudi di San Gregorio;Biancolella;3.8;69;12.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Ischia;Biancolella;2019;55.411;10.328;46.1912;agrume/albero da frutta/spezie
Anselmet;Chardonnay Élevé en Fût de Chêne;4.2;63;36.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Valle d'Aosta;Chardonnay;2019;66.5674;26.0911;51.4038;legno/albero da frutta/Erbaceo
La Fralluca;Elice Vermentino;4.0;53;20.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Costa Toscana;Vermentino;2016;55.3485;19.7803;48.6136;Erbaceo/legno/nota tropicale
Fina;Kiké;4.1;69;9.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Miscela;2021;61.5926;27.6833;44.864;nota tropicale/agrume/albero da frutta
Zenato;Lugana Sergio Riserva;4.3;604;31.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Verdicchio;2017;63.9595;25.9397;47.2725;legno/albero da frutta/Erbaceo
Nativ;Suadens Campania Bianco;4.1;92;12.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Campania;Miscela;2020;62.1521;34.5024;24.0637;albero da frutta/nota tropicale/Erbaceo
Vignalta;Agno Casto Manzoni Bianco;3.7;73;18.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Manzoni Bianco;2017;64.3354;17.5476;52.1086;agrume/albero da frutta/Erbaceo
Abbazia di Novacella (Stiftskellerei Neustift);Praepositus Grüner Veltliner;4.0;88;19.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Grüner Veltliner;2016;63.4805;16.2228;54.9766;albero da frutta/Erbaceo/agrume
Siddura;Bèru;4.1;83;32.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Gallura;Vermentino;2015;68.1718;10.7781;31.909;albero da frutta/nota tropicale/legno
Pasqua Vigneti e Cantine;PassioneSentimento Bianco;3.9;66;12.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Garganega;2020;63.6731;32.4734;48.481;albero da frutta/agrume/nota tropicale
Gaja;Gaia & Rey Langhe;4.4;166;230.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Chardonnay;2018;63.2395;29.4493;47.8681;legno/albero da frutta/Erbaceo
Marco de Bartoli;Grappoli del Grillo;4.2;273;19.47;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Grillo;2019;65.6398;7.19348;38.3265;Erbaceo/agrume/albero da frutta
Roveglia;Lugana;3.9;157;10.7;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;57.8652;27.2161;46.9919;albero da frutta/agrume/Erbaceo
Andrian;Doran;4.3;33;55.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2016;62.8114;17.6296;47.527;legno/albero da frutta/lieviti
Hartmann Donà;Pinot Bianco;3.8;31;18.3;Pesce grasso (salmone, tonno, ecc.) / Frutti di mare / Formaggio dolce e a pasta molle;Italia;Trentino-Alto Adige;Pinot Blanc;2019;36.0741;0.0;60.1047;albero da frutta/agrume/Erbaceo
Sella & Mosca;Terre Bianche Torbato Alghero;3.7;260;11.75;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Alghero;Torbato;2020;57.3294;9.19088;38.2968;albero da frutta/Erbaceo/agrume
Cornarea;Roero Arneis;4.1;141;24.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Roero;Arneis;2020;59.1861;23.3816;47.8585;albero da frutta/Erbaceo/agrume
Benito Ferrara;Vigna Cicogna Greco di Tufo;4.2;458;23.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Greco di Tufo;Greco;2020;64.298;5.56292;40.3339;albero da frutta/Erbaceo/agrume
Joaquin;Vino della Stella Fiano de Avellino;4.1;62;34.0;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Fiano de Avellino;Fiano;2018;69.6773;12.6367;30.8852;albero da frutta/Erbaceo/agrume
Girolamo Russo;Nerina Etna Bianco;4.1;77;30.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Etna;Miscela;2020;61.8645;9.82555;36.7241;Erbaceo/agrume/albero da frutta
Alessandro di Camporeale;Kaid Sauvignon;4.0;48;12.9;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Sauvignon Blanc;2020;58.6965;1.41054;41.8642;albero da frutta/agrume/nota tropicale
Nevio Scala;Cóntame;3.8;29;18.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Garganega;2017;51.6676;18.446;41.0753;agrume/Erbaceo/albero da frutta
Cascina Degli Ulivi;Ivag Bianco;4.2;206;21.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Cortese;2019;58.6553;26.4246;56.5289;albero da frutta/Erbaceo/agrume
Conti d'Arco;Müller Thurgau;3.7;116;8.95;Frutti di mare / Cibi speziati / Vegetariano;Italia;Trentino;Müller-Thurgau;2019;23.8408;10.8771;37.6941;albero da frutta/Erbaceo/agrume
Tenuta di Tavignano;Misco Verdicchio dei Castelli di Jesi Classico Superiore;3.7;120;19.3;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2018;45.1587;21.3588;65.5286;agrume/albero da frutta/Erbaceo
Jankara;Vermentino di Gallura Superiore;4.0;111;15.61;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Gallura;Vermentino;2019;62.9995;0.764485;37.403;albero da frutta/agrume/Erbaceo
Argiolas;S'Elegas Nuragus di Cagliari;3.7;184;9.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Nuragus di Cagliari;Nuragus;2020;62.4111;11.5276;32.3906;albero da frutta/agrume/Erbaceo
Tiefenbrunner;Merus Chardonnay;3.9;56;12.6;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Chardonnay;2020;51.8406;22.838;52.4802;legno/lieviti/agrume
Pieropan;Soave Classico;3.9;34;11.39;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Soave Classico;Garganega;2021;30.9568;0.259653;59.7884;albero da frutta/agrume/Erbaceo
Il Colombaio di Santachiara;Campo della Pieve Vernaccia di San Gimignano;4.1;68;23.9;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2019;42.6699;19.2539;62.745;albero da frutta/Erbaceo/agrume
Masi;Bossi Fedrigotti Chardonnay - Traminer Vign'asmara Dei Conti;4.0;34;17.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Miscela;2017;61.9118;20.7839;45.9314;legno/albero da frutta/nota tropicale
Jermann;Sauvignon;4.1;249;22.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Venezia Giulia;Sauvignon Blanc;2020;54.8993;19.2666;56.1892;agrume/albero da frutta/Erbaceo
Rottensteiner;Kitz Vigneti delle Dolomiti Bianco;4.3;53;9.23;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Miscela;2020;57.047;25.1286;51.0372;albero da frutta/Erbaceo/agrume
Castello Pomino;Benefizio Riserva Pomino Bianco;4.3;138;28.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Pomino;Chardonnay;2019;49.7058;26.3744;62.8837;legno/albero da frutta/agrume
Antinori;Castello della Sala Cervaro della Sala;4.5;1979;56.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Umbria;Chardonnay;2019;49.6003;26.5905;63.8753;legno/albero da frutta/Erbaceo
Argiolas;Costamolino Vermentino di Sardegna;4.0;28;9.3;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2021;59.6314;9.5661;37.4886;albero da frutta/agrume/Erbaceo
Ceretto;Monsordo Bianco;3.8;31;18.9;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Riesling;2019;60.8086;32.7853;51.7317;albero da frutta/Erbaceo/agrume
U Tabarka - Carloforte;Perdigiournou Isola dei Nuraghi;3.8;44;14.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Miscela;2018;65.2684;12.5942;36.887;albero da frutta/nota tropicale/agrume
Marina Coppi;Fausto;4.1;70;38.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Tortonesi;Timorasso;2016;62.7924;21.5092;53.9244;Erbaceo/albero da frutta/agrume
Marangona;Lugana;3.8;96;12.8;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2020;56.9891;21.0064;52.1747;albero da frutta/agrume/Erbaceo
Argiolas;Angialis Isola dei Nuraghi;4.3;54;34.5;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Nasco;2015;69.7831;47.5951;23.3666;albero da frutta/Erbaceo/nota tropicale
Kellerei Eisacktal - Cantina Valle Isarco;Aristos Kerner;4.0;152;16.1;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Kerner;2019;61.5587;22.3272;55.679;albero da frutta/agrume/Erbaceo
Palazzone;Campo del Guardiano;4.1;59;20.6;Pasta / Vegetariano / Antipasti e spuntini;Italia;Orvieto Classico;Miscela;2018;49.1573;18.5274;63.0849;albero da frutta/agrume/Erbaceo
Hauner;Salina Bianco;3.7;104;14.34;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salina;Grillo;2019;56.6217;6.14021;38.995;Erbaceo/agrume/albero da frutta
Leone de Castris;Donna Lisa Malvasia Bianca;4.0;59;12.64;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Salento;Malvasia Bianca Lunga;2017;63.4006;1.95696;35.2189;legno/agrume/albero da frutta
Cavit;Una Tantum Riesling Renano;4.1;92;28.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Trentino;Riesling;2014;53.3606;24.0481;57.6779;
Vigneti Massa;Derthona Montecitorio;4.0;34;49.3;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Piemonte;Timorasso;2018;65.1374;21.9705;52.1023;Erbaceo/albero da frutta/agrume
Masciarelli;Trebbiano d'Abruzzo Castello Di Semivicoli;3.7;137;21.0;Pasta / Vegetariano / Antipasti e spuntini;Italia;Trebbiano d'Abruzzo;Bombino Bianco;2018;46.8015;19.5585;60.8942;albero da frutta/Erbaceo/agrume
Gini;Maciete Fumé;3.9;27;20.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Veneto;Sauvignon Blanc;2016;68.1689;16.6572;51.7266;Erbaceo/spezie/legno
Vie di Romans;Dis Cumieris Malvasia Istriana;3.9;88;23.2;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Friuli Isonzo;Malvasia;2017;56.6403;22.212;49.9472;albero da frutta/Erbaceo/agrume
Avanzi;Giovanni Avanzi Sirmione Lugana;3.8;290;10.25;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Trebbiano;2019;52.3063;19.8404;49.9171;albero da frutta/agrume/Invecchiamento
Il Colombaio di Santachiara;L'Albereta Vernaccia di San Gimignano Riserva;4.3;75;30.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Vernaccia di San Gimignano;Vernaccia di San Gimignano;2018;50.0213;20.8958;57.2498;albero da frutta/legno/Erbaceo
Pecchenino;Langhe Maestro;4.0;50;14.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Langhe;Miscela;2017;62.6711;27.3995;47.0737;legno/albero da frutta/agrume
Gaja;Ca'Marcanda Vistamare Toscana;4.2;291;32.99;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2020;44.7685;24.6639;66.4029;albero da frutta/Erbaceo/agrume
Zenato;Lugana Sergio Riserva;4.3;212;23.57;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Lugana;Verdicchio;2018;63.9595;25.9397;47.2725;legno/albero da frutta/Erbaceo
Venica & Venica;Ronco delle Cime Friulano;4.1;92;20.5;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Collio;Friulano;2020;62.932;19.4279;52.7702;albero da frutta/agrume/Erbaceo
Donnafugata;Sicilia Prio Catarratto;3.8;178;10.4;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Catarratto Bianco;2020;57.2405;8.12834;40.2845;agrume/albero da frutta/Erbaceo
Marco de Bartoli;Sole e Vento;3.7;240;16.8;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Terre Siciliane;Grillo;2018;56.8374;11.0863;40.78;albero da frutta/agrume/Erbaceo
Mesa;Giunco;3.8;206;11.6;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2020;60.0083;5.32852;36.8424;albero da frutta/nota tropicale/agrume
Azienda Santa Barbara - Stefano Antonucci;Le Vaglie Verdicchio dei Castelli di Jesi Classico;3.7;31;10.5;Pasta / Vegetariano / Antipasti e spuntini;Italia;Verdicchio dei Castelli di Jesi;Verdicchio;2021;42.7548;22.3402;65.0889;albero da frutta/agrume/Erbaceo
Pacherhof;Grüner Veltliner;4.0;69;17.4;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Südtirol - Alto Adige;Grüner Veltliner;2020;54.7324;20.375;54.7055;albero da frutta/agrume/Erbaceo
Fattoria le Pupille;Poggio Argentato Bianco;3.7;330;12.25;Pasta / Vegetariano / Antipasti e spuntini;Italia;Toscana;Miscela;2016;41.4594;25.4451;67.4665;agrume/albero da frutta/Erbaceo
La Tunella;Biancosesto;4.1;117;20.0;Pasta / Frutti di mare / Formaggio a pasta dura e stagionato;Italia;Colli Orientali del Friuli;Miscela;2019;59.1949;21.8677;50.1592;albero da frutta/agrume/Erbaceo
Capichera;Vermentino Isola dei Nuraghi;4.3;79;36.1;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Isola dei Nuraghi;Vermentino;2020;65.6496;17.4435;35.3221;agrume/albero da frutta/Erbaceo
Santa Margherita;Pinot Grigio Valdadige;3.8;462;10.25;Frutti di mare / Vegetariano / Funghi;Italia;Valdadige;Pinot Grigio;2021;40.8954;11.0037;41.989;albero da frutta/agrume/Erbaceo
Calabretta;Minnella Bianco;3.8;94;15.29;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Sicilia;Minella Bianca;2019;57.2625;7.9114;30.6787;Erbaceo/albero da frutta/agrume
Vernaccia Oristano;Is Arutas Vermentino di Sardegna;3.9;26;10.13;Frutti di mare / Vegetariano / Antipasti e spuntini;Italia;Vermentino di Sardegna;Vermentino;2020;65.9624;1.65985;33.2815;albero da frutta/vegetale/lieviti
