idname,price,wine_type,legg_strutt,secco_dolce,piatto_acid,notes,Clusters
Bricco Sarmassa Barolo  - 2011 - Brezza,69.5,Nebbiolo,64.4601,81.1975,0.192795,frutti rossi/Erbaceo/legno,1
San Stunet S. Stefanetto Barbaresco  - 2016 - Piero Busso,95.0,Nebbiolo,59.7201,68.8476,7.14962,frutti rossi/Erbaceo/spezie,9
Monte de Sassi Chianti Classico  - 2016 - Il Borghetto,27.3,Sangiovese,46.3007,62.1584,12.3933,frutti rossi/Erbaceo/legno,3
Siepi  - 2018 - Mazzei,112.6,Miscela,54.6485,41.5933,13.0328,legno/bacche nere/Erbaceo,4
Ca'Marcanda Bolgheri  - 2016 - Gaja,128.02,Miscela,62.7335,67.3091,10.6583,legno/bacche nere/Erbaceo,4
Turriga Isola dei Nuraghi  - 1998 - Argiolas,108.08,Cannonau,84.0604,45.8074,28.6272,legno/bacche nere/Erbaceo,2
Lupicaia  - 2007 - Castello del Terriccio,125.0,Miscela,57.0835,45.1094,12.8225,legno/bacche nere/Erbaceo,4
Barolo  - 2010 - Bartolo Mascarello,717.0,Nebbiolo,58.8789,77.2766,9.29633,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2016 - Gianni Brunelli,336.0,Sangiovese,45.2765,57.1941,4.52727,frutti rossi/Erbaceo/legno,3
Amarone della Valpolicella Classico  - 2009 - Bertani,106.5,Corvina,83.4427,25.7251,45.3943,legno/frutta secca/Erbaceo,13
The Wine Collection Pinot Noir Riserva  - 2016 - St. Michael-Eppan,125.0,Pinot Noir,49.2451,31.6039,15.6071,legno/frutti rossi/Erbaceo,10
Bolgheri Superiore  - 2009 - Ornellaia,376.0,Miscela,64.5903,64.8575,12.5583,legno/bacche nere/Erbaceo,4
Montiano  - 2018 - Cotarella,48.0,Merlot,53.7116,41.7358,11.8093,legno/bacche nere/Erbaceo,5
Masserie Primitivo  - 2019 - Codici,10.4,Primitivo,62.6338,25.9457,45.4772,legno/bacche nere/frutti rossi,6
Pomona Brunello di Montalcino  - 2011 - Villa Poggio Salvi,76.0,Sangiovese,53.1195,59.0121,2.56333,legno/frutti rossi/Erbaceo,3
Casa Lupo Amarone della Valpolicella  - 2018 - Paladin,33.2,Miscela,81.4256,20.5372,47.6547,legno/bacche nere/frutti rossi,8
Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico  - 2015 - Speri,47.8,Miscela,82.7719,25.4906,46.1599,legno/bacche nere/Erbaceo,14
60 Sessantanni Limited Edition Old Vines Primitivo di Manduria  - 2017 - San Marzano,27.2,Primitivo,69.2904,19.7206,46.5218,legno/bacche nere/frutti rossi,6
Vigna Rionda Barolo  - 2015 - Guido Porro,118.0,Nebbiolo,56.2079,73.5406,3.92853,frutti rossi/Erbaceo/legno,1
Barolo del Comune di Serralunga d'Alba  - 2018 - Boasso,40.0,Nebbiolo,65.5686,77.4167,0.0,Erbaceo/legno/frutti rossi,1
Toscana Campo di Magnacosta Rosso  - 2012 - Tenuta di Trinoro,82.3,Cabernet Franc,47.8227,44.5936,15.1738,bacche nere/legno/frutti rossi,15
Neostòs Rosso  - 2018 - Spiriti Ebbri,23.35,Miscela,85.0,46.4777,27.9174,bacche nere/spezie/frutta secca,13
Eremo San Quirico  - 2017 - Nativ,16.8,Aglianico,85.0,38.1884,39.5993,legno/bacche nere/frutti rossi,15
Simison Amarone della Valpolicella Classico  - 2016 - Luciano Arduini,45.9,Miscela,85.0,19.9078,50.8071,legno/frutti rossi/frutta secca,13
62 Anniversario Primitivo di Manduria Riserva  - 2017 - San Marzano,26.3,Primitivo,69.675,20.8481,44.97,legno/bacche nere/frutti rossi,6
Brunello di Montalcino Riserva  - 2012 - Argiano,229.98,Sangiovese,46.626,52.6703,12.9123,legno/Erbaceo/bacche nere,7
Barolo Riserva Cerequio  - 2010 - Michele Chiarlo,174.98,Nebbiolo,62.905,74.6314,10.8821,Erbaceo/frutti rossi/spezie,9
Brunello di Montalcino  - 2015 - Tenuta CastelGiocondo,48.1,Sangiovese,48.6337,57.2446,6.57386,legno/Erbaceo/frutti rossi,3
Le Lucére Brunello di Montalcino  - 2015 - San Filippo,198.0,Sangiovese,47.793,55.0841,7.2581,Erbaceo/legno/frutti rossi,3
Serpico  - 2005 - Feudi di San Gregorio,55.0,Aglianico,85.0,47.2539,27.6122,Erbaceo/legno/bacche nere,2
Sassicaia  - 1995 - Tenuta San Guido,780.0,Miscela,62.0362,64.0479,10.2885,legno/bacche nere/Erbaceo,4
Falletto Barolo  - 2015 - Bruno Giacosa,198.0,Nebbiolo,60.1201,75.1187,10.3601,Erbaceo/frutti rossi/legno,1
Brunello di Montalcino  - 2016 - Capanna,41.95,Sangiovese,50.8053,61.4128,5.52191,legno/bacche nere/Erbaceo,7
Scrio  - 2017 - Le Macchiole,109.0,Shiraz/Syrah,54.156,41.9361,9.88684,legno/bacche nere/spezie,16
Filo di Seta Brunello di Montalcino  - 2010 - Castello Romitorio,110.0,Sangiovese,49.5109,62.6473,1.58897,legno/Erbaceo/frutti rossi,3
Le Lucciole  - 2018 - Chiara Condello,51.18,Sangiovese,61.8312,49.673,14.6904,frutti rossi/legno/Erbaceo,3
Brunello di Montalcino  - 2015 - Ciacci Piccolomini d'Aragona,55.0,Sangiovese,46.4838,55.6812,6.94101,legno/Erbaceo/frutti rossi,3
Barolo Riserva Cerequio  - 2007 - Michele Chiarlo,184.98,Nebbiolo,62.905,74.6314,10.8821,Erbaceo/frutti rossi/spezie,9
Barolo Bricco Gattera  - 2017 - Cordero di Montezemolo,61.95,Nebbiolo,60.7064,74.9075,9.80942,legno/frutti rossi/Erbaceo,1
Amativo  - 2017 - Cantele,19.9,Primitivo,84.0746,37.9444,33.0103,legno/bacche nere/Erbaceo,2
Mosconi Barolo  - 2015 - E. Pira & Figli,79.0,Nebbiolo,66.214,80.6107,8.04664,Erbaceo/legno/frutti rossi,1
Cubardi Primitivo  - 2019 - Schola Sarmenti,14.5,Primitivo,70.0221,24.5544,40.7931,legno/bacche nere/frutti rossi,6
Albareda Sforzato di Valtellina  - 2016 - Mamete Prevostini,51.0,Nebbiolo,67.1741,61.5494,11.2159,legno/bacche nere/Erbaceo,11
Barolo Riserva Bricco Boschis Vigna San Giuseppe  - 2016 - Cavallotto,180.0,Nebbiolo,66.7004,79.0762,10.9385,Erbaceo/legno/frutti rossi,1
Brunello di Montalcino  - 2016 - Sesti,58.9,Sangiovese,46.4993,53.4956,7.81726,frutti rossi/Erbaceo/legno,3
Cepparello Red  - 2003 - Isole e Olena,121.0,Sangiovese,50.91,42.6094,9.76929,legno/frutti rossi/Erbaceo,3
Brunello di Montalcino Vigneto Manachiara  - 2004 - Tenute Silvio Nardi,69.9,Sangiovese,50.45,59.7356,11.592,legno/Erbaceo/bacche nere,7
Conteisa Langhe  - 2015 - Gaja,239.8,Nebbiolo,62.9605,41.0722,19.4637,legno/Erbaceo/frutti rossi,1
Quaranta Cinque Montepulciano d'Abruzzo  - 2019 - Massetti Francesco,34.9,Montepulciano,46.5563,62.5716,3.66126,frutti rossi/legno/bacche nere,15
Barbaresco Riserva Rabajà  - 2016 - Produttori del Barbaresco,109.0,Nebbiolo,61.032,72.233,6.36756,Erbaceo/frutti rossi/legno,1
Bolgheri Superiore  - 2015 - Campo alle Comete,52.8,Miscela,57.8153,48.988,14.1976,bacche nere/legno/Erbaceo,4
Barolo Bussia Cicala  - 2017 - Aldo Conterno,105.0,Nebbiolo,64.6109,75.325,9.77619,Erbaceo/legno/frutti rossi,1
Vigna Schiena d'Asino Brunello di Montalcino  - 2010 - Mastrojanni,139.0,Sangiovese,50.1794,58.5238,4.89487,legno/Erbaceo/bacche nere,7
Barolo Cerretta  - 2017 - Giovanni Rosso,75.0,Nebbiolo,63.0339,77.4325,4.67438,frutti rossi/Erbaceo/legno,1
Kapnios Aglianico  - 2017 - Masseria Frattasi,95.28,Aglianico,85.0,33.7932,30.6776,legno/Erbaceo/frutti rossi,10
Lux Vitis  - 2017 - Tenuta Luce,142.89,Miscela,62.5015,52.5726,22.7781,legno/bacche nere/spezie,16
Nino Rosso  - 2012 - Caruso & Minini,46.0,Miscela,85.0,30.2734,33.4579,frutti rossi/bacche nere/Erbaceo,0
Sarmassa Barolo  - 2013 - Bergadano,55.0,Nebbiolo,57.2569,74.8463,0.0,frutti rossi/Erbaceo/legno,1
Tignanello  - 2001 - Antinori,258.73,Miscela,53.2223,42.2512,10.8422,legno/bacche nere/Erbaceo,4
Amarone della Valpolicella  - 2017 - Monte Zovo,45.5,Miscela,85.0,21.9086,50.5378,legno/bacche nere/frutti rossi,8
Alcineo Toscana Rosso  - 2015 - Palazzo,25.92,Sangiovese,44.9457,41.3571,14.5771,bacche nere/legno/Erbaceo,7
Ciabot Tanasio Barolo  - 2017 - Sobrero,41.0,Nebbiolo,62.2928,77.8111,2.66849,Erbaceo/frutti rossi/legno,1
Ipsus Chianti Classico Gran Selezione  - 2015 - Caggio,389.98,Sangiovese,44.9706,64.3235,0.0,frutti rossi/Floreale/bacche nere,15
Vigna Schiena d'Asino Brunello di Montalcino  - 2013 - Mastrojanni,177.0,Sangiovese,50.1794,58.5238,4.89487,legno/Erbaceo/bacche nere,7
Morar Amarone della Valpolicella Classico  - 2009 - Valentina Cubi,59.0,Miscela,84.8587,24.3258,46.9012,legno/frutta secca/Erbaceo,13
Barolo Villero  - 2015 - Oddero,79.9,Nebbiolo,58.7351,77.5355,1.76671,Erbaceo/frutti rossi/legno,1
Sassicaia  - 1997 - Tenuta San Guido,598.0,Cabernet Sauvignon,62.0317,64.048,10.2787,legno/bacche nere/Erbaceo,12
Sorì San Lorenzo  - 2009 - Gaja,598.0,Nebbiolo,63.3511,72.7887,11.5448,Erbaceo/legno/frutti rossi,1
Teroldego  - 2017 - Marion,26.87,Teroldego,68.0039,39.4749,22.0544,bacche nere/legno/Erbaceo,2
Desiderio Merlot  - 2017 - Avignonesi,33.5,Merlot,56.4824,44.4464,13.0962,legno/bacche nere/Erbaceo,5
Barolo Riserva Vigna Rionda  - 2011 - Massolino,145.0,Nebbiolo,62.7701,76.608,10.0122,Erbaceo/legno/frutti rossi,1
Lodovico  - 2016 - Biserno,519.0,Miscela,58.9703,41.3007,15.3419,legno/bacche nere/Erbaceo,4
Brunello di Montalcino Montosoli  - 2015 - Altesino,108.0,Sangiovese,49.1475,57.7695,8.25437,legno/Erbaceo/bacche nere,7
Le Serre Nuove  - 2016 - Ornellaia,65.98,Cabernet Franc,64.896,64.3012,8.40367,legno/bacche nere/Erbaceo,2
Turriga Isola dei Nuraghi  - 2017 - Argiolas,79.0,Vermentino,84.051,45.7959,28.6301,legno/bacche nere/Erbaceo,2
Malanotte del Piave  - 2015 - De Stefani,40.4,Raboso Piave,63.6442,41.5599,27.2666,legno/bacche nere/Erbaceo,2
Brunello di Montalcino  - 2013 - Ciacci Piccolomini d'Aragona,85.0,Sangiovese,46.4838,55.6812,6.94101,legno/Erbaceo/frutti rossi,3
Barbaresco Riserva Pora  - 2016 - Produttori del Barbaresco,66.0,Nebbiolo,61.6765,69.5369,5.47464,Erbaceo/frutti rossi/legno,1
Toscana  - 2003 - Masseto,1700.0,Merlot,57.6804,45.9044,16.9902,legno/bacche nere/Erbaceo,5
Edizione Cinque Autoctoni  - 2018 - Farnese,28.9,Miscela,68.6284,37.8995,26.917,legno/bacche nere/frutti rossi,8
Primitivo Salento  - 2019 - Rinforzo,18.5,Primitivo,68.189,21.2274,47.7156,legno/bacche nere/frutti rossi,6
Barolo Ciabot Mentin Ginestra  - 2013 - Domenico Clerico,73.5,Nebbiolo,66.27,79.3244,7.74929,Erbaceo/legno/bacche nere,11
Kupra Marche  - 2015 - Oasi degli Angeli,300.0,Grenache,58.7676,48.3471,18.6467,legno/frutti rossi/Erbaceo,10
Vigna del Sorbo Gran Selezione Chianti Classico  - 2017 - Fontodi,83.98,Sangiovese,52.4605,60.4771,11.6217,legno/Erbaceo/frutti rossi,3
Primitivo di Manduria Riserva  - 2017 - Notte Rossa,17.9,Primitivo,66.0055,24.9373,45.3069,legno/bacche nere/Erbaceo,2
Cubardi Primitivo  - 2018 - Schola Sarmenti,16.9,Primitivo,70.0221,24.5544,40.7931,legno/bacche nere/frutti rossi,6
5 Stelle Sfursat  - 2009 - Nino Negri,90.0,Nebbiolo,66.2259,75.7981,15.6917,legno/Erbaceo/bacche nere,11
Costa Russi (Barbaresco) Langhe  - 2015 - Gaja,515.0,Nebbiolo,61.8008,66.533,11.5835,Erbaceo/legno/bacche nere,11
Barbaresco  - 2018 - Pio Cesare,54.9,Nebbiolo,60.3251,68.1645,5.57337,legno/Erbaceo/frutti rossi,1
Brunello di Montalcino  - 1995 - Poggio Antico,161.0,Sangiovese,46.3791,53.1249,5.8384,legno/Erbaceo/frutti rossi,3
Cannubi Barolo  - 2017 - Luigi Einaudi,62.98,Nebbiolo,61.7925,77.0948,6.54221,Erbaceo/legno/frutti rossi,1
Tenuta Guado al Tasso Matarocchio  - 2016 - Antinori,598.0,Cabernet Franc,53.7494,45.0942,12.5007,bacche nere/legno/Erbaceo,2
Cannubi Barolo  - 2016 - Luigi Einaudi,134.18,Nebbiolo,61.7925,77.0948,6.54221,Erbaceo/legno/frutti rossi,1
Flaccianello della Pieve  - 2018 - Fontodi,135.0,Sangiovese,54.6601,46.399,10.3208,legno/Erbaceo/bacche nere,7
Brunello di Montalcino Riserva  - 1999 - Soldera,1520.0,Sangiovese,43.6185,55.9735,14.0852,Erbaceo/frutti rossi/legno,3
Barolo Cannubi  - 2016 - Giacomo Fenocchio,58.6,Nebbiolo,59.4834,75.228,5.74627,Erbaceo/frutti rossi/legno,1
Bibbona  - 2012 - Biserno,177.0,Miscela,56.8034,43.2064,11.1947,legno/bacche nere/Erbaceo,4
Pomorosso Barbera d'Asti  - 2017 - Coppo,63.1,Barbera,57.7687,24.7438,10.6648,legno/bacche nere/frutti rossi,15
Corte di Cama Sforzato di Valtellina  - 2017 - Mamete Prevostini,44.8,Nebbiolo,66.929,73.3749,16.5804,legno/frutti rossi/Erbaceo,1
Monserra Barolo  - 2013 - Raineri,130.0,Nebbiolo,66.0144,81.6099,7.26839,legno/Erbaceo/frutti rossi,1
La Poja (Monovitigno Corvina Veronese)  - 2007 - Allegrini,108.0,Corvina,65.9336,40.2072,22.1203,legno/bacche nere/Erbaceo,2
Barrua  - 2018 - Punica,32.5,Carignan,82.3473,42.2369,29.4259,legno/bacche nere/Erbaceo,2
Sorì Tildìn (Barbaresco) Langhe  - 2009 - Gaja,598.0,Nebbiolo,63.677,68.56,8.68274,Erbaceo/legno/frutti rossi,1
Barolo  - 2009 - Bartolo Mascarello,974.0,Nebbiolo,58.8789,77.2766,9.29633,Erbaceo/frutti rossi/legno,1
Amarone della Valpolicella Classico  - 2013 - Allegrini,86.0,Corvina,85.0,25.9189,49.6376,legno/bacche nere/frutta secca,13
Casasilia Chianti Classico Gran Selezione  - 2018 - Poggio Al Sole,31.0,Sangiovese,50.4921,42.1415,10.0841,legno/Erbaceo/bacche nere,7
Barbaresco Riserva Montestefano  - 2015 - Produttori del Barbaresco,49.9,Nebbiolo,64.2725,69.6148,5.64237,Erbaceo/frutti rossi/legno,1
Barolo Aeroplan Servaj  - 2016 - Domenico Clerico,105.0,Nebbiolo,65.5464,79.8243,12.1756,legno/Erbaceo/spezie,9
Conteisa Barolo  - 2014 - Gaja,239.0,Nebbiolo,59.2108,67.4118,9.0674,Erbaceo/legno/frutti rossi,1
Mason di Mason  - 2018 - Manincor,69.9,Pinot Nero,47.2148,34.9592,18.0688,frutti rossi/legno/Erbaceo,10
Brunello di Montalcino  - 2014 - Poggio di Sotto,129.9,Sangiovese,45.7628,55.6443,8.39325,Erbaceo/legno/frutti rossi,3
Poggio Alle Nane Maremma Toscana  - 2019 - Le Mortelle,52.86,Miscela,58.0901,40.0785,15.3673,bacche nere/legno/Erbaceo,4
Amarone della Valpolicella Classico  - 2017 - Farina,33.6,Corvina,85.0,22.6095,47.6093,legno/bacche nere/frutti rossi,15
Poggio Al Vento Brunello di Montalcino Riserva  - 2001 - Col d'Orcia,117.0,Sangiovese,50.7686,58.1887,7.83904,legno/Erbaceo/frutti rossi,3
Amarone della Valpolicella Classico  - 2005 - Tommasi,82.0,Corvina,85.0,23.1902,48.9272,legno/bacche nere/frutti rossi,15
Pomorosso Barbera d'Asti  - 2009 - Coppo,85.0,Barbera,57.8451,24.8019,10.5784,legno/bacche nere/frutti rossi,15
Le Armi Sangiovese Superiore Riserva  - 2016 - Palazzona di Maggio,35.0,Sangiovese,69.3254,37.6973,19.9835,legno/bacche nere,7
Vigna Schiena d'Asino Brunello di Montalcino  - 2015 - Mastrojanni,175.0,Sangiovese,50.1794,58.5238,4.89487,legno/Erbaceo/bacche nere,7
Tignanello  - 2014 - Antinori,212.0,Miscela,53.2013,42.2537,10.8407,legno/bacche nere/Erbaceo,4
Habemus Lazio Rosso (Etichetta Bianca)  - 2019 - San Giovenale,53.9,Miscela,56.4215,41.3996,15.9888,legno/bacche nere/Erbaceo,4
Rocche dell'Annunziata Barolo Riserva  - 2013 - Paolo Scavino,210.5,Nebbiolo,62.6362,78.5949,9.56442,Erbaceo/legno/frutti rossi,1
Campolongo di Torbe Amarone della Valpolicella Classico  - 2012 - Masi,108.0,Corvina,85.0,26.7872,49.9834,legno/bacche nere/Erbaceo,14
Amarone della Valpolicella Classico  - 2010 - Bertani,96.08,Miscela,83.4427,25.7251,45.3943,legno/frutta secca/Erbaceo,13
Brunello di Montalcino  - 1997 - Banfi,119.0,Sangiovese,47.5038,54.4606,4.3342,legno/Erbaceo/frutti rossi,3
Barolo Riserva Granbussia  - 2008 - Aldo Conterno,392.0,Nebbiolo,62.2826,77.4676,11.8482,Erbaceo/legno/frutti rossi,1
Es Più Sole  - 2017 - Gianfranco Fino,52.0,Primitivo,69.5194,19.6742,54.1013,bacche nere/legno/frutti rossi,6
Barbaresco  - 2014 - Gaja,200.0,Nebbiolo,60.0158,67.7704,7.57766,Erbaceo/legno/frutti rossi,1
Chianti Classico Gran Selezione  - 2015 - Lornano,39.0,Sangiovese,44.5542,51.7524,2.77935,legno/bacche nere/Erbaceo,7
Brunate Barolo  - 2015 - Giuseppe Rinaldi,550.0,Nebbiolo,60.3933,74.5579,14.2835,Erbaceo/frutti rossi/legno,1
Sassontino  - 2006 - La Spinetta,63.4,Sangiovese,57.1201,41.53,6.09308,legno/Erbaceo/bacche nere,7
Toscana Il Pareto  - 2015 - Tenuta di Nozzole,65.0,Cabernet Sauvignon,58.0362,44.1437,14.8519,legno/bacche nere/Erbaceo,12
Brunello di Montalcino  - 2008 - Cerbaiona,199.0,Sangiovese,45.9871,58.0585,14.6246,Erbaceo/legno/frutti rossi,3
Terra di Lavoro  - 2015 - Galardi,39.9,Miscela,83.0335,46.2439,26.8051,Erbaceo/bacche nere/legno,4
Le Serre Nuove  - 2017 - Ornellaia,69.9,Miscela,64.8869,64.2992,8.44456,legno/bacche nere/Erbaceo,4
Sòdole  - 2015 - Tenute Guicciardini Strozzi,21.85,Sangiovese,50.9119,42.53,12.741,legno/bacche nere/Erbaceo,7
Barolo Vigna Rionda  - 2009 - Oddero,199.9,Nebbiolo,61.2569,69.465,4.65898,Erbaceo/legno/bacche nere,11
Arborina Barolo  - 2015 - Elio Altare,89.9,Nebbiolo,61.8528,75.408,10.538,Erbaceo/frutti rossi/legno,1
Barolo Bussia Cicala  - 2014 - Aldo Conterno,170.0,Nebbiolo,64.6109,75.325,9.77619,Erbaceo/legno/frutti rossi,1
Barolo Monfalletto  - 1971 - Cordero di Montezemolo,104.0,Nebbiolo,62.7562,75.6002,7.46448,Erbaceo/legno/frutti rossi,1
Amarone della Valpolicella  - 2015 - Ca' Rugate,40.0,Miscela,84.0972,25.4798,48.4893,legno/bacche nere/Erbaceo,14
Barbaresco Baluchin Riserva  - 2012 - Cocito,62.5,Nebbiolo,65.6095,70.053,4.99262,Erbaceo/frutti rossi/legno,1
Ca' Coato Amarone della Valpolicella Classico  - 2016 - Antolini,46.5,Corvina,85.0,21.2627,55.6062,legno/bacche nere/Erbaceo,14
25 anni Montefalco Sagrantino  - 2015 - Arnaldo-Caprai,59.0,Sagrantino,58.9209,54.6137,5.95153,legno/Erbaceo/bacche nere,2
Mosconi Barolo  - 2016 - E. Pira & Figli,135.0,Nebbiolo,66.214,80.6107,8.04664,Erbaceo/legno/frutti rossi,1
Perpiero  - 2016 - Tenuta Moraia,74.01,Miscela,60.9464,51.6888,8.39056,legno/bacche nere/Erbaceo,4
Ca' Carnocchio Veronese  - 2016 - Le Salette,24.9,Miscela,64.6349,35.9171,19.2347,legno/bacche nere/Erbaceo,4
Lagrein Riserva Porphyr  - 2014 - Terlan (Terlano),95.0,Lagrein,67.8375,42.4354,20.0769,bacche nere/legno/Erbaceo,2
Valpolicella Superiore  - 2017 - Ferragù,33.9,Miscela,60.8681,38.8085,19.1725,legno/bacche nere/Erbaceo,4
Patriglione  - 2013 - Taurino,57.9,Negroamaro,82.107,39.9747,31.1993,Erbaceo/legno/bacche nere,2
Duemani Cabernet Franc  - 2016 - Duemani,109.0,Cabernet Franc,54.0711,44.1709,14.6844,bacche nere/legno/Erbaceo,2
Làsasa Reserve Valtellina Superiore Nebbiolo  - 2016 - Boffalora,45.5,Nebbiolo,64.7005,74.4479,4.15885,Erbaceo/frutti rossi/Invecchiamento,1
Etoile du Raisin  - 2007 - Cascina Degli Ulivi,71.0,Barbera,71.4449,44.4126,12.3147,Erbaceo/legno/bacche nere,2
Canace Nero di Troia  - 2018 - Cantina Diomede,17.9,Nero di Troia,84.2715,38.6553,40.3718,legno/bacche nere/Erbaceo,2
Barolo Lazzarito  - 2007 - Mirafiore,100.98,Nebbiolo,65.2724,73.9278,5.42772,Erbaceo/legno/bacche nere,11
L'Urlo  - 2017 - Azienda Agricola Urlari,24.22,Merlot,54.5307,42.103,11.9836,bacche nere/frutti rossi/Erbaceo,0
Le Serre Nuove  - 2019 - Ornellaia,49.9,Miscela,64.8869,64.2992,8.44456,legno/bacche nere/Erbaceo,4
Piaggione Brunello di Montalcino Riserva  - 2013 - Salicutti,179.0,Sangiovese,43.1267,50.9222,13.0556,legno/Erbaceo/frutti rossi,3
Cinquanta Collezione N.V. - na - San Marzano,17.7,Negroamaro,83.1656,37.3643,42.7625,legno/bacche nere/frutti rossi,15
Brunello di Montalcino Montosoli  - 2007 - Altesino,108.0,Sangiovese,49.124,57.7892,8.21746,legno/Erbaceo/bacche nere,7
San Giovanni Barolo  - 2016 - Gianfranco Alessandria,108.0,Nebbiolo,64.4617,77.6334,7.25403,legno/Erbaceo/frutti rossi,1
Amarone della Valpolicella Classico  - 2016 - Tommasi,47.0,Oseleta,85.0,23.1902,48.9272,legno/bacche nere/frutti rossi,15
Pelagrilli Brunello di Montalcino  - 2015 - Siro Pacenti,49.9,Sangiovese,46.392,58.7061,8.91829,legno/frutti rossi/Erbaceo,3
Toscana  - 2012 - Masseto,1100.02,Merlot,57.6803,45.9054,16.9912,legno/bacche nere/Erbaceo,5
Bonsai  - 2017 - Podere le Ripi,198.22,Sangiovese,46.1627,44.4442,10.3854,Erbaceo/legno/frutti rossi,3
Brunello di Montalcino Vigna di Fiore  - 2015 - Fattoria dei Barbi,57.95,Sangiovese,48.5801,58.3005,5.51575,Erbaceo/legno/frutti rossi,3
Tenuta Tignanello 'Solaia'  - 2012 - Antinori,379.0,Miscela,53.8523,41.8604,14.8567,legno/bacche nere/Erbaceo,4
Barolo Carobric  - 2016 - Paolo Scavino,82.5,Nebbiolo,63.575,76.6594,6.55643,Erbaceo/legno/frutti rossi,1
Sammarco  - 2016 - Castello dei Rampolla,47.5,Sangiovese,54.5875,47.7184,11.4855,legno/Erbaceo/bacche nere,7
Tenuta Guado al Tasso Matarocchio  - 2011 - Antinori,1110.0,Cabernet Franc,53.7494,45.0942,12.5007,bacche nere/legno/Erbaceo,2
Barolo Cerretta  - 2017 - Prunotto,94.0,Nebbiolo,62.6515,81.9697,9.4697,frutti rossi/Floreale,1
Lagrein Riserva Porphyr  - 2017 - Terlan (Terlano),79.0,Lagrein,67.8375,42.4354,20.0769,bacche nere/legno/Erbaceo,2
Corpus Amarone della Valpolicella  - 2000 - Villa Rinaldi,320.85,Corvina,80.6707,21.3824,53.2785,bacche nere/legno/Erbaceo,14
Sassicaia  - 1989 - Tenuta San Guido,666.0,Sangiovese,62.0098,64.0716,10.2815,legno/bacche nere/Erbaceo,7
Pignolo  - 2011 - Moschioni,53.89,Pignolo,73.4842,52.2699,21.5293,Erbaceo/legno/bacche nere,2
Campo All’Albero  - 2015 - La Sala,49.0,Miscela,58.306,47.13,7.67794,legno/Erbaceo/bacche nere,4
Roncicone Chianti Classico Gran Selezione  - 2017 - Ricasoli,58.0,Sangiovese,54.4026,55.7214,2.37671,Erbaceo/legno/frutti rossi,3
Marne 180 Amarone della Valpolicella  - 2018 - Tedeschi,33.9,Miscela,85.0,26.9268,46.5215,bacche nere/legno/frutta secca,13
Amore e Magia Brunello di Montalcino  - 2016 - Podere le Ripi,85.0,Sangiovese,54.3407,61.7054,8.42071,Erbaceo/frutti rossi/bacche nere,0
Barolo  - 2017 - Prunotto,34.6,Nebbiolo,59.378,72.7288,4.5557,frutti rossi/Erbaceo/legno,1
Ripe al Convento Brunello di Montalcino Riserva  - 2005 - Tenuta CastelGiocondo,69.9,Sangiovese,51.6013,58.4047,12.1736,legno/Erbaceo/bacche nere,7
Brunello di Montalcino  - 2016 - Pietroso,59.9,Sangiovese,52.8374,57.1061,2.0343,Erbaceo/legno/frutti rossi,3
GB Giovan Battista Odoardi  - 2015 - Odoardi,34.5,Gaglioppo,85.0,44.4342,38.1797,legno/bacche nere/Erbaceo,2
Vigna Cappella di S. Stefano Perno Barolo  - 2013 - Rocche dei Manzoni,110.0,Nebbiolo,62.0804,76.2149,6.76092,legno/Erbaceo/frutti rossi,1
Belan Primitivo Di Manduria  - 2018 - La Bollina,24.99,Primitivo,68.3601,26.5969,44.3387,bacche nere/legno/frutti rossi,6
Brunello di Montalcino  - 2016 - Palazzo,39.9,Sangiovese,52.4103,60.2159,6.80374,legno/Erbaceo/frutti rossi,3
Tortoniano Barolo  - 2017 - Michele Chiarlo,34.5,Nebbiolo,60.4833,74.0346,2.0851,Erbaceo/frutti rossi/legno,1
Tignanello  - 1988 - Antinori,305.0,Miscela,53.2013,42.2537,10.8407,legno/bacche nere/Erbaceo,4
Lu Nieddu Colli del Limbara  - 2018 - Jankara,21.4,Miscela,76.9803,43.2634,33.5878,legno/Erbaceo/spezie,9
Rubatsch Lagrein  - 2019 - Manincor,29.8,Lagrein,62.1066,40.4366,16.5694,bacche nere/legno/frutti rossi,15
Brunello di Montalcino  - 2001 - Banfi,99.0,Sangiovese,47.5038,54.4606,4.3342,legno/Erbaceo/frutti rossi,3
Sperss Barolo  - 2001 - Gaja,478.0,Nebbiolo,63.653,77.4134,7.92445,Erbaceo/legno/bacche nere,11
Giramonte Toscana  - 2016 - Tenuta Castiglioni,108.0,Miscela,53.3851,38.6978,24.5083,legno/bacche nere/frutti rossi,8
Harmonium Nero d'Avola  - 2014 - Firriato,23.88,Nero d'Avola,84.0232,45.0797,28.2967,legno/bacche nere/Erbaceo,2
5 Stelle Sfursat  - 2011 - Nino Negri,90.0,Nebbiolo,66.2259,75.7981,15.6917,legno/Erbaceo/bacche nere,11
Kreda  - 2018 - De Stefani,34.5,Refosco dal Peduncolo rosso,70.8098,43.0362,24.2567,legno/bacche nere/frutta secca,13
Arborina Barolo  - 2013 - Elio Altare,87.0,Nebbiolo,61.8528,75.408,10.538,Erbaceo/frutti rossi/legno,1
